X,Y,Z
1.7159,-7.863,0.038216
2.2043,-7.839,0.04142
2.69,-7.7841,0.045134
3.1711,-7.6982,0.04946
3.6456,-7.581,0.054526
4.1115,-7.4329,0.060493
4.5668,-7.2538,0.06756
5.0095,-7.0443,0.075981
5.4375,-6.8048,0.086076
5.8491,-6.5358,0.098254
6.2421,-6.238,0.11303
6.6146,-5.9125,0.13107
6.9647,-5.5601,0.15322
7.2905,-5.182,0.18056
7.5899,-4.7795,0.21446
7.8612,-4.3539,0.25665
8.1022,-3.9068,0.30933
8.311,-3.4399,0.37519
8.4855,-2.955,0.45756
8.6234,-2.4542,0.56039
8.7224,-1.9396,0.68831
8.7801,-1.4135,0.8464
8.7936,-0.87851,1.04
8.7602,-0.33737,1.274
8.6768,0.20696,1.552
8.5407,0.75131,1.875
8.3492,1.2923,2.2397
8.1003,1.8262,2.6365
7.7928,2.3495,3.0481
7.4276,2.8582,3.4493
7.0072,3.3486,3.8074
6.5365,3.8172,4.0864
6.0232,4.2608,4.2525
5.4767,4.6766,4.2809
4.9079,5.0625,4.1617
4.3276,5.4171,3.9033
3.7459,5.7396,3.531
3.1709,6.0297,3.0815
2.6081,6.2877,2.5965
2.0606,6.5139,2.1148
1.529,6.7091,1.6671
1.0126,6.8738,1.2741
0.50947,7.0085,0.94558
0.017315,7.1136,0.68298
-0.466,7.1893,0.48138
-0.9422,7.2359,0.33233
-1.4125,7.2532,0.22594
-1.8773,7.2414,0.15245
-2.3367,7.2004,0.10324
-2.7902,7.1301,0.071183
-3.2367,7.0307,0.050808
-3.6751,6.9021,0.038102
-4.104,6.7447,0.030267
-4.5218,6.5586,0.025435
-4.9268,6.3443,0.022409
-5.3174,6.1023,0.020451
-5.692,5.8331,0.019118
-6.0489,5.5376,0.018154
-6.3865,5.2164,0.017415
-6.7032,4.8707,0.01682
-6.9975,4.5013,0.016324
-7.268,4.1095,0.015902
-7.5134,3.6965,0.015541
-7.7323,3.2638,0.01523
-7.9236,2.8126,0.014966
-8.0862,2.3446,0.014743
-8.219,1.8614,0.014558
-8.3212,1.3647,0.014411
-8.392,0.85628,0.014299
-8.4307,0.338,0.014222
-8.4367,-0.18824,0.014178
-8.4097,-0.72047,0.014167
-8.3493,-1.2567,0.01419
-8.2552,-1.7948,0.014247
-8.1276,-2.3328,0.014338
-7.9664,-2.8684,0.014464
-7.7718,-3.3997,0.014628
-7.5443,-3.9243,0.014831
-7.2842,-4.4403,0.015075
-6.9922,-4.9455,0.015364
-6.669,-5.4376,0.0157
-6.3156,-5.9147,0.016089
-5.9328,-6.3747,0.016535
-5.522,-6.8155,0.017045
-5.0842,-7.2353,0.017626
-4.6209,-7.6319,0.018286
-4.1336,-8.0037,0.019036
-3.624,-8.3489,0.019889
-3.0937,-8.6656,0.020858
-2.5445,-8.9525,0.021964
-1.9785,-9.2079,0.023227
-1.3975,-9.4304,0.024675
-0.8038,-9.6188,0.026342
-0.19949,-9.7719,0.028268
0.41317,-9.8887,0.030507
1.0318,-9.9682,0.033122
1.6542,-10.01,0.036198
2.2777,-10.013,0.03984
2.8999,-9.9762,0.044187
3.5184,-9.9004,0.049419
4.1306,-9.7849,0.055771
4.734,-9.6298,0.06356
5.3258,-9.4351,0.073209
5.9037,-9.2011,0.085294
6.4649,-8.9284,0.1006
7.0068,-8.6175,0.12022
7.5267,-8.2692,0.14568
8.022,-7.8847,0.17912
8.4897,-7.465,0.22358
8.9269,-7.0115,0.28339
9.3305,-6.5258,0.36478
9.6968,-6.0098,0.47666
10.022,-5.4655,0.63184
10.3,-4.8953,0.84857
10.527,-4.3019,1.1526
10.693,-3.6887,1.5795
10.788,-3.0594,2.1769
10.8,-2.4186,3.0051
10.711,-1.7721,4.1338
10.501,-1.1265,5.6295
10.144,-0.49048,7.5296
9.6178,0.12609,9.7969
8.9049,0.71168,12.264
8.0043,1.254,14.601
6.9408,1.7414,16.348
5.769,2.1643,17.066
4.5657,2.5175,16.535
3.4115,2.8006,14.875
2.37,3.0178,12.488
1.4755,3.1767,9.8651
0.73329,3.286,7.4037
0.12833,3.3543,5.3283
-0.36391,3.389,3.7075
-0.76937,3.396,2.511
-1.1108,3.3796,1.6644
-1.4063,3.343,1.0849
-1.6689,3.2885,0.69831
-1.9077,3.2175,0.44606
-2.1288,3.1312,0.28445
-2.336,3.0303,0.18259
-2.5313,2.9155,0.11929
-2.7158,2.7873,0.080435
-2.8901,2.6462,0.056839
-3.0539,2.4927,0.042621
-3.2071,2.3272,0.034096
-3.3492,2.1504,0.028985
-3.4797,1.9628,0.025903
-3.598,1.765,0.02402
-3.7035,1.5577,0.022844
-3.7957,1.3415,0.022086
-3.8741,1.1173,0.021581
-3.9383,0.88566,0.021232
-3.9877,0.64756,0.020985
-4.0221,0.40382,0.02081
-4.0411,0.15532,0.02069
-4.0445,-0.097025,0.020614
-4.0319,-0.35227,0.020578
-4.0034,-0.60945,0.020579
-3.9587,-0.86757,0.020616
-3.898,-1.1256,0.020688
-3.8211,-1.3826,0.020795
-3.7282,-1.6376,0.020938
-3.6195,-1.8893,0.021118
-3.4952,-2.137,0.021336
-3.3556,-2.3795,0.021594
-3.201,-2.6158,0.021893
-3.0319,-2.8448,0.022235
-2.8487,-3.0657,0.022623
-2.652,-3.2775,0.02306
-2.4424,-3.4791,0.023548
-2.2206,-3.6698,0.024092
-1.9873,-3.8485,0.024695
-1.7432,-4.0145,0.025362
-1.4892,-4.1669,0.026098
-1.2262,-4.3049,0.026909
-0.95499,-4.4279,0.027801
-0.67667,-4.5352,0.028782
-0.3922,-4.6261,0.02986
-0.10263,-4.7001,0.031043
0.19097,-4.7568,0.032344
0.48747,-4.7955,0.033771
0.78575,-4.8161,0.03534
1.0847,-4.8181,0.037064
1.383,-4.8014,0.038958
1.6796,-4.7657,0.041042
1.9733,-4.7111,0.043334
2.2628,-4.6374,0.045856
2.5469,-4.5447,0.048633
2.8246,-4.4332,0.05169
3.0944,-4.303,0.055056
3.3554,-4.1545,0.05876
3.6063,-3.9881,0.062835
3.846,-3.8041,0.067315
4.0734,-3.6031,0.072234
4.2873,-3.3856,0.077626
4.4869,-3.1525,0.083524
4.671,-2.9042,0.089956
4.8388,-2.6418,0.096945
4.9893,-2.3661,0.10451
5.1217,-2.078,0.11264
5.2352,-1.7785,0.12134
5.3292,-1.4687,0.13056
5.4028,-1.1497,0.14025
5.4557,-0.82268,0.15031
5.4873,-0.48889,0.16061
5.4972,-0.14957,0.17097
5.4851,0.19397,0.1812
5.4509,0.5404,0.19102
5.3943,0.88834,0.20016
5.3154,1.2364,0.20829
5.2143,1.5832,0.21507
5.0913,1.9274,0.22017
4.9466,2.2675,0.22328
4.7807,2.6021,0.22413
4.5941,2.9298,0.22254
4.3874,3.2494,0.21842
4.1614,3.5593,0.2118
3.9168,3.8584,0.20282
3.6545,4.1453,0.19175
3.3754,4.4188,0.17898
3.0805,4.6777,0.16494
2.7708,4.9208,0.15016
2.4474,5.1471,0.13514
2.1113,5.3556,0.12036
1.7636,5.5451,0.10625
1.4055,5.7149,0.093147
1.0382,5.8639,0.081277
0.66299,5.9915,0.070775
0.28106,6.097,0.061675
-0.10625,6.1795,0.053935
-0.49755,6.2386,0.047454
-0.89146,6.2738,0.042092
-1.2865,6.2845,0.037693
-1.6812,6.2706,0.0341
-2.0741,6.2318,0.031166
-2.4637,6.1678,0.02876
-2.8483,6.0787,0.026773
-3.2265,5.9644,0.025116
-3.5967,5.8252,0.02372
-3.9574,5.6612,0.02253
-4.307,5.4728,0.021506
-4.644,5.2605,0.020617
-4.967,5.0246,0.019839
-5.2745,4.766,0.019156
-5.5651,4.4853,0.018554
-5.8375,4.1834,0.018024
-6.0904,3.8611,0.017556
-6.3225,3.5195,0.017146
-6.5327,3.1596,0.016787
-6.7198,2.7828,0.016475
-6.8829,2.3901,0.016207
-7.021,1.983,0.015981
-7.1332,1.5629,0.015794
-7.2188,1.1312,0.015644
-7.2771,0.6896,0.01553
-7.3075,0.23961,0.015451
-7.3096,-0.2171,0.015407
-7.2829,-0.6788,0.015396
-7.2273,-1.1438,0.01542
-7.1426,-1.6102,0.015478
-7.0288,-2.0762,0.015572
-6.8859,-2.5401,0.015702
-6.7141,-3,0.015869
-6.5138,-3.4539,0.016076
-6.2853,-3.9001,0.016325
-6.0292,-4.3367,0.016618
-5.7462,-4.7619,0.01696
-5.4371,-5.1738,0.017353
-5.1027,-5.5707,0.017802
-4.744,-5.9508,0.018314
-4.3621,-6.3124,0.018894
-3.9583,-6.6538,0.01955
-3.5338,-6.9736,0.020292
-3.0901,-7.27,0.02113
-2.6287,-7.5418,0.022077
-2.1512,-7.7874,0.023148
-1.6591,-8.0056,0.024362
-1.1544,-8.1953,0.025741
-0.63886,-8.3553,0.027312
-0.11432,-8.4845,0.029106
0.41722,-8.5822,0.031165
0.95375,-8.6476,0.033536
1.4932,-8.6799,0.036281
2.0335,-8.6787,0.039474
2.5724,-8.6435,0.04321
3.1079,-8.574,0.047608
3.6376,-8.4702,0.052819
4.1595,-8.332,0.059037
4.6713,-8.1596,0.066511
5.1707,-7.9531,0.075564
5.6556,-7.7131,0.086618
6.1237,-7.4401,0.10023
6.5729,-7.1348,0.11712
7.0008,-6.798,0.13826
7.4052,-6.4308,0.16494
7.7839,-6.0343,0.19888
8.1346,-5.6099,0.24238
8.4549,-5.159,0.29848
8.7422,-4.6833,0.37127
8.9939,-4.1845,0.46613
9.207,-3.6649,0.59008
9.3781,-3.1266,0.75219
9.5036,-2.5721,0.96381
9.5789,-2.0043,1.2388
9.5989,-1.4263,1.5929
9.5576,-0.84152,2.0431
9.4481,-0.25407,2.6046
9.2633,0.33161,3.2868
8.9957,0.91055,4.0866
8.6393,1.4773,4.9807
8.1904,2.0259,5.9181
7.65,2.5503,6.8168
7.0254,3.0448,7.5705
6.3311,3.5039,8.0673
5.5883,3.9236,8.2184
4.8229,4.301,7.986
4.0608,4.6351,7.3975
3.3247,4.926,6.5385
2.6307,5.1756,5.5267
1.9871,5.3862,4.4809
1.3954,5.5605,3.4967
0.85177,5.7014,2.6354
0.34964,5.8111,1.9247
-0.1187,5.8917,1.3662
-0.56062,5.9448,0.94553
-0.98238,5.9713,0.64004
-1.3888,5.9721,0.42545
-1.7833,5.9478,0.2792
-2.168,5.8987,0.18227
-2.5439,5.825,0.11967
-2.9112,5.727,0.080169
-3.2698,5.605,0.055755
-3.6188,5.4592,0.040909
-3.9572,5.2899,0.031974
-4.2839,5.0975,0.026605
-4.5977,4.8826,0.023342
-4.8971,4.6457,0.021304
-5.181,4.3874,0.019974
-5.4481,4.1086,0.019053
-5.697,3.8099,0.018376
-5.9267,3.4925,0.017849
-6.136,3.1572,0.017421
-6.3238,2.8053,0.017066
-6.4891,2.4377,0.016767
-6.6309,2.0559,0.016516
-6.7485,1.6611,0.016307
-6.841,1.2546,0.016138
-6.9078,0.83805,0.016007
-6.9483,0.41284,0.015911
-6.962,-0.019445,0.01585
-6.9485,-0.4572,0.015823
-6.9075,-0.89877,0.015831
-6.8388,-1.3425,0.015874
-6.7424,-1.7866,0.015951
-6.6182,-2.2294,0.016064
-6.4665,-2.6691,0.016215
-6.2875,-3.104,0.016404
-6.0814,-3.5322,0.016634
-5.8489,-3.9521,0.016907
-5.5904,-4.3618,0.017226
-5.3067,-4.7597,0.017595
-4.9986,-5.1439,0.018018
-4.6669,-5.513,0.0185
-4.3128,-5.865,0.019045
-3.9372,-6.1986,0.019663
-3.5413,-6.5122,0.02036
-3.1266,-6.8042,0.021145
-2.6944,-7.0733,0.022031
-2.2462,-7.318,0.02303
-1.7835,-7.5373,0.024158
-1.3079,-7.7297,0.025434
-0.8213,-7.8944,0.026881
-0.32535,-8.0302,0.028526
0.17808,-8.1363,0.030402
0.6871,-8.2119,0.032549
1.1998,-8.2564,0.035016
1.7141,-8.2691,0.037863
2.228,-8.2496,0.041166
2.7395,-8.1976,0.045017
3.2465,-8.1129,0.049532
3.7469,-7.9955,0.054859
4.2386,-7.8453,0.061182
4.7195,-7.6627,0.068738
5.1875,-7.448,0.077829
5.6404,-7.2015,0.088846
6.0763,-6.924,0.10229
6.493,-6.6162,0.11882
6.8883,-6.2789,0.13929
7.2603,-5.9132,0.1648
7.6069,-5.5203,0.19681
7.9258,-5.1015,0.2372
8.215,-4.6583,0.28845
8.4721,-4.1923,0.35371
8.6949,-3.7053,0.43705
8.8808,-3.1993,0.54361
9.0269,-2.6764,0.67974
9.1304,-2.139,0.85307
9.1877,-1.5898,1.0724
9.195,-1.0316,1.3474
9.1482,-0.46747,1.6873
9.0426,0.098991,2.0997
8.8735,0.66403,2.5875
8.6366,1.2235,3.1458
8.3283,1.7729,3.7578
7.947,2.3076,4.3914
7.4938,2.8229,4.9983
6.9735,3.3141,5.5177
6.3951,3.7769,5.8847
5.772,4.2077,6.0443
5.1201,4.6037,5.9653
4.4569,4.9634,5.6501
3.7983,5.2859,5.135
3.1575,5.5715,4.4815
2.5431,5.8212,3.7615
1.9595,6.0363,3.0425
1.407,6.2185,2.3768
0.8832,6.369,1.7974
0.38408,6.4893,1.3189
-0.094866,6.5803,0.94135
-0.55788,6.6429,0.6553
-1.0085,6.6775,0.44644
-1.4493,6.6846,0.29905
-1.8821,6.6643,0.19828
-2.3075,6.6167,0.13138
-2.7257,6.542,0.088161
-3.1362,6.4403,0.06091
-3.5382,6.3118,0.044069
-3.9306,6.1566,0.033808
-4.3119,5.9752,0.02759
-4.6808,5.7679,0.023795
-5.0357,5.5352,0.021422
-5.3752,5.2777,0.019876
-5.6979,4.9961,0.018808
-6.0021,4.6912,0.018024
-6.2866,4.364,0.017413
-6.5499,4.0154,0.016916
-6.7908,3.6466,0.0165
-7.008,3.2587,0.016147
-7.2004,2.853,0.015846
-7.367,2.4309,0.015591
-7.5066,1.9938,0.015378
-7.6186,1.5433,0.015203
-7.702,1.0809,0.015066
-7.7561,0.60837,0.014963
-7.7805,0.1274,0.014896
-7.7746,-0.36023,0.014862
-7.7381,-0.85268,0.014862
-7.6706,-1.3481,0.014896
-7.5722,-1.8445,0.014965
-7.4428,-2.3401,0.015069
-7.2825,-2.8328,0.015209
-7.0915,-3.3207,0.015387
-6.8702,-3.8018,0.015605
-6.6192,-4.2741,0.015866
-6.339,-4.7357,0.016173
-6.0303,-5.1845,0.016528
-5.694,-5.6188,0.016938
-5.3311,-6.0366,0.017405
-4.9427,-6.436,0.017938
-4.5299,-6.8153,0.018543
-4.0942,-7.1726,0.019228
-3.6368,-7.5064,0.020004
-3.1594,-7.815,0.020883
